index,year,month,hour,txn_type,txn_status,error_code,remitter_bank,beneficiary_bank,payer_handle,payer_app,payee_handle,payee_app,payee_requested_amount,payee_settlement_amount,difference_amount,payer_state,payee_state,cred_type,cred_subtype,time_of_day
49897,2023,4,20,Reversal,Successful,0,Allahabad Bank,Punjab National Bank (PNB),OKAXIS,BHIM Axis Pay UPI App,SBI,BHIM SBI Pay,28246,28246,0,Karnataka,Odisha,Personal Loan,Secured Personal Loan,Evening
49900,2019,10,20,Reversal,Failed,U17,North East Small Finance Bank,United Bank of India,JKB,BHIM JK Bank UPI(Jammu & Kashmir Bank),PNB,BHIM PNB(Punjab National Bank),33826,33826,0,Maharashtra,Haryana,Personal Loan,Unsecured Personal Loan,Evening
49910,2020,3,20,Reversal,Successful,0,Equitas Small Finance Bank,Madhya Bihar Gramin Bank,SBI,BHIM SBI Pay,AXISBANK,BHIM Axis Pay UPI App,39684,39684,0,Goa,Kerala,Line of Credit,Personal Line of Credit,Evening
49922,2020,7,20,Reversal,Successful,0,Punjab National Bank (PNB),HDFC Bank,FEDERAL,BHIM LOTZA UPI Payments APP(Federal Bank),ESAF,ESAF,51732,51732,0,Haryana,Punjab,Auto Loan,New Car Loan,Evening
49926,2020,7,20,Reversal,Successful,0,Punjab National Bank (PNB),HDFC Bank,FEDERAL,BHIM LOTZA UPI Payments APP(Federal Bank),ESAF,ESAF,51732,51732,0,Haryana,Punjab,Auto Loan,New Car Loan,Evening
49934,2020,3,20,Reversal,Successful,0,Equitas Small Finance Bank,Madhya Bihar Gramin Bank,SBI,BHIM SBI Pay,AXISBANK,BHIM Axis Pay UPI App,39684,39684,0,Goa,Kerala,Line of Credit,Personal Line of Credit,Evening
49941,2023,4,20,Reversal,Successful,0,Allahabad Bank,Punjab National Bank (PNB),OKAXIS,BHIM Axis Pay UPI App,SBI,BHIM SBI Pay,28246,29610,-1364,Karnataka,Odisha,Personal Loan,Secured Personal Loan,Evening
49950,2023,7,20,Reversal,Successful,0,North East Small Finance Bank,NKGSB Co-operative Bank,NSDL,NSDL,CSBPAY,CSB UPI,35454,37164,-1710,Goa,Kerala,Auto Loan,New Car Loan,Evening
49963,2019,10,20,Reversal,Failed,U17,North East Small Finance Bank,United Bank of India,JKB,BHIM JK Bank UPI(Jammu & Kashmir Bank),PNB,BHIM PNB(Punjab National Bank),33826,43973,-10147,Maharashtra,Haryana,Personal Loan,Unsecured Personal Loan,Evening
49982,2023,4,20,Reversal,Successful,0,Allahabad Bank,Punjab National Bank (PNB),OKAXIS,BHIM Axis Pay UPI App,SBI,BHIM SBI Pay,28246,29610,-1364,Karnataka,Odisha,Personal Loan,Secured Personal Loan,Evening
49989,2020,3,20,Reversal,Successful,0,Equitas Small Finance Bank,Madhya Bihar Gramin Bank,SBI,BHIM SBI Pay,AXISBANK,BHIM Axis Pay UPI App,39684,39684,0,Goa,Kerala,Line of Credit,Personal Line of Credit,Evening
49997,2020,7,20,Reversal,Successful,0,Punjab National Bank (PNB),HDFC Bank,FEDERAL,BHIM LOTZA UPI Payments APP(Federal Bank),ESAF,ESAF,51732,51732,0,Haryana,Punjab,Auto Loan,New Car Loan,Evening
50004,2023,7,20,Reversal,Successful,0,North East Small Finance Bank,NKGSB Co-operative Bank,NSDL,NSDL,CSBPAY,CSB UPI,35454,37164,-1710,Goa,Kerala,Auto Loan,New Car Loan,Evening
50017,2019,10,20,Reversal,Failed,U17,North East Small Finance Bank,United Bank of India,JKB,BHIM JK Bank UPI(Jammu & Kashmir Bank),PNB,BHIM PNB(Punjab National Bank),33826,43973,-10147,Maharashtra,Haryana,Personal Loan,Unsecured Personal Loan,Evening
50040,2023,11,20,Reversal,Successful,0,Yes Bank,Punjab National Bank (PNB),UBOI,BHIM Union Bank UPI App,WAAXIS,WhatsApp Pay,42048,42048,0,Bihar,Tamil Nadu,Home Loan,Adjustable-Rate Mortgage (ARM),Evening
50047,2020,4,20,Reversal,Error,U17,State Bank of India (SBI),Bank of Baroda,AUBANK,BHIM AUPay(AU Small Finance Bank),JKB,BHIM JK Bank UPI(Jammu & Kashmir Bank),94720,94720,0,Haryana,Gujarat,Home Loan,Fixed-Rate Mortgage,Evening
50058,2020,4,20,Reversal,Failed,U17,State Bank of India (SBI),Bank of Baroda,AUBANK,BHIM AUPay(AU Small Finance Bank),JKB,BHIM JK Bank UPI(Jammu & Kashmir Bank),94720,94720,0,Haryana,Gujarat,Home Loan,Fixed-Rate Mortgage,Evening
50060,2023,7,20,Reversal,Successful,0,State Bank of India (SBI),IDFC First Bank,WAAXIS,WhatsApp Pay,WASBI,WhatsApp Pay,67654,67654,0,Goa,Maharashtra,Credit Card,Rewards Credit Card,Evening
50064,2019,5,20,Reversal,Failed,M16,Punjab and Maharashtra Co-operative Bank (PMC),NKGSB Co-operative Bank,HDFCBANKJD,JustDial,OKAXIS,BHIM Axis Pay UPI App,16252,16252,0,Uttar Pradesh,Kerala,Line of Credit,Personal Line of Credit,Evening
50069,2021,8,20,Reversal,Successful,0,IndusInd Bank,Ujjivan Small Finance Bank,IMOBILE,ICICI iMobile,ESAF,ESAF,14394,14394,0,Gujarat,West Bengal,Debit Card,Standard Debit Card,Evening
50075,2019,2,20,Reversal,Successful,0,Indian Bank,Lakshmi Vilas Bank,SPCB,SPCB,KAYPAY,BHIM KOTAK Pay,32632,32632,0,Haryana,Odisha,Overdraft,Personal Overdraft,Evening
50105,2023,7,20,Reversal,Successful,0,State Bank of India (SBI),IDFC First Bank,WAAXIS,WhatsApp Pay,WASBI,WhatsApp Pay,67654,70924,-3270,Goa,Maharashtra,Credit Card,Rewards Credit Card,Evening
50107,2023,11,20,Reversal,Successful,0,Yes Bank,Punjab National Bank (PNB),UBOI,BHIM Union Bank UPI App,WAAXIS,WhatsApp Pay,42048,57302,-15254,Bihar,Tamil Nadu,Home Loan,Adjustable-Rate Mortgage (ARM),Evening
50109,2019,5,20,Reversal,Failed,M16,Punjab and Maharashtra Co-operative Bank (PMC),NKGSB Co-operative Bank,HDFCBANKJD,JustDial,OKAXIS,BHIM Axis Pay UPI App,16252,16252,0,Uttar Pradesh,Kerala,Line of Credit,Personal Line of Credit,Evening
50122,2019,2,20,Reversal,Successful,0,Indian Bank,Lakshmi Vilas Bank,SPCB,SPCB,KAYPAY,BHIM KOTAK Pay,32632,23494,9138,Haryana,Odisha,Overdraft,Personal Overdraft,Evening
50134,2021,8,20,Reversal,Successful,0,IndusInd Bank,Ujjivan Small Finance Bank,IMOBILE,ICICI iMobile,ESAF,ESAF,14394,14394,0,Gujarat,West Bengal,Debit Card,Standard Debit Card,Evening
50150,2020,4,20,Reversal,Failed,U17,State Bank of India (SBI),Bank of Baroda,AUBANK,BHIM AUPay(AU Small Finance Bank),JKB,BHIM JK Bank UPI(Jammu & Kashmir Bank),94720,94720,0,Haryana,Gujarat,Home Loan,Fixed-Rate Mortgage,Evening
50157,2023,7,20,Reversal,Successful,0,State Bank of India (SBI),IDFC First Bank,WAAXIS,WhatsApp Pay,WASBI,WhatsApp Pay,67654,70924,-3270,Goa,Maharashtra,Credit Card,Rewards Credit Card,Evening
50159,2023,11,20,Reversal,Successful,0,Yes Bank,Punjab National Bank (PNB),UBOI,BHIM Union Bank UPI App,WAAXIS,WhatsApp Pay,42048,57302,-15254,Bihar,Tamil Nadu,Home Loan,Adjustable-Rate Mortgage (ARM),Evening
50161,2019,5,20,Reversal,Failed,M16,Punjab and Maharashtra Co-operative Bank (PMC),NKGSB Co-operative Bank,HDFCBANKJD,JustDial,OKAXIS,BHIM Axis Pay UPI App,16252,16252,0,Uttar Pradesh,Kerala,Line of Credit,Personal Line of Credit,Evening
50174,2019,2,20,Reversal,Successful,0,Indian Bank,Lakshmi Vilas Bank,SPCB,SPCB,KAYPAY,BHIM KOTAK Pay,32632,23494,9138,Haryana,Odisha,Overdraft,Personal Overdraft,Evening
50175,2021,8,20,Reversal,Successful,0,IndusInd Bank,Ujjivan Small Finance Bank,IMOBILE,ICICI iMobile,ESAF,ESAF,14394,14394,0,Gujarat,West Bengal,Debit Card,Standard Debit Card,Evening
50202,2020,1,20,Reversal,Successful,0,Jana Small Finance Bank,Bank of Baroda,WAAXIS,WhatsApp Pay,RBL,BHIM RBL Pay,38038,38038,0,Jharkhand,Uttar Pradesh,Credit Card,Secured Credit Card,Evening
50203,2023,6,20,Reversal,Failed,U69,South Indian Bank,Baroda Gujarat Gramin Bank,TIMECOSMOS,TIMECOSMOS,KAYPAY,BHIM KOTAK Pay,99084,99084,0,Jammu and Kashmir,Jammu and Kashmir,Line of Credit,HELOC (Home Equity Line of Credit),Evening
50218,2020,1,20,Reversal,Successful,0,Jana Small Finance Bank,Bank of Baroda,WAAXIS,WhatsApp Pay,RBL,BHIM RBL Pay,38038,38038,0,Jharkhand,Uttar Pradesh,Credit Card,Secured Credit Card,Evening
50234,2021,2,20,Reversal,Successful,0,Syndicate Bank,Karur Vysya Bank,DBAG,Deutsche Bank AG (Web Collect),APL,AmazonPay,36764,36764,0,Kerala,Tamil Nadu,Debit Card,Prepaid Debit Card,Evening
50240,2023,6,20,Reversal,Failed,U69,South Indian Bank,Baroda Gujarat Gramin Bank,TIMECOSMOS,TIMECOSMOS,KAYPAY,BHIM KOTAK Pay,99084,103871,-4787,Jammu and Kashmir,Jammu and Kashmir,Line of Credit,HELOC (Home Equity Line of Credit),Evening
50270,2021,2,20,Reversal,Successful,0,Syndicate Bank,Karur Vysya Bank,DBAG,Deutsche Bank AG (Web Collect),APL,AmazonPay,36764,36764,0,Kerala,Tamil Nadu,Debit Card,Prepaid Debit Card,Evening
50316,2021,2,20,Reversal,Successful,0,Syndicate Bank,Karur Vysya Bank,DBAG,Deutsche Bank AG (Web Collect),APL,AmazonPay,36764,36764,0,Kerala,Tamil Nadu,Debit Card,Prepaid Debit Card,Evening
50333,2020,1,20,Reversal,Successful,0,Jana Small Finance Bank,Bank of Baroda,WAAXIS,WhatsApp Pay,RBL,BHIM RBL Pay,38038,38038,0,Jharkhand,Uttar Pradesh,Credit Card,Secured Credit Card,Evening
50334,2023,6,20,Reversal,Failed,U69,South Indian Bank,Baroda Gujarat Gramin Bank,TIMECOSMOS,TIMECOSMOS,KAYPAY,BHIM KOTAK Pay,99084,103871,-4787,Jammu and Kashmir,Jammu and Kashmir,Line of Credit,HELOC (Home Equity Line of Credit),Evening
50572,2020,2,20,Reversal,Successful,0,Bank of Baroda,Bank of Baroda,DB,BHIM Dena UPI,PAYZAPP,HDFC PayZapp,1608,1608,0,Kerala,Rajasthan,Personal Loan,Unsecured Personal Loan,Evening
50636,2020,2,20,Reversal,Successful,0,Bank of Baroda,Bank of Baroda,DB,BHIM Dena UPI,PAYZAPP,HDFC PayZapp,1608,1608,0,Kerala,Rajasthan,Personal Loan,Unsecured Personal Loan,Evening
50666,2020,2,20,Reversal,Successful,0,Bank of Baroda,Bank of Baroda,DB,BHIM Dena UPI,PAYZAPP,HDFC PayZapp,1608,1608,0,Kerala,Rajasthan,Personal Loan,Unsecured Personal Loan,Evening
50678,2019,3,20,Reversal,Refunded,U94,Dhanlaxmi Bank,Bank of Baroda,UBOI,BHIM Union Bank UPI App,POCKETS,ICICI Pockets,89824,89824,0,Telangana,Bihar,Home Loan,Adjustable-Rate Mortgage (ARM),Evening
50689,2021,4,20,Reversal,Successful,0,Shamrao Vithal Co-operative Bank,Andhra Bank,ESAF,ESAF,IBL,PhonePe,82476,82476,0,Kerala,Uttar Pradesh,Personal Loan,Secured Personal Loan,Evening
50690,2020,4,20,Reversal,Successful,0,United Bank of India,Tamilnad Mercantile Bank,PREPAIDICICI,PREPAIDICICI,PAYTM,Paytm UPI App,19638,19638,0,Goa,Rajasthan,Debit Card,Standard Debit Card,Evening
50692,2021,4,20,Reversal,Successful,0,Shamrao Vithal Co-operative Bank,Andhra Bank,ESAF,ESAF,IBL,PhonePe,82476,82476,0,Kerala,Uttar Pradesh,Personal Loan,Secured Personal Loan,Evening
50735,2020,10,20,Reversal,Successful,0,Bharatiya Mahila Bank,Karur Vysya Bank,AXL,PhonePe,JIO,MyJio (Jio Payments Bank),18592,18592,0,Odisha,Haryana,Auto Loan,Used Car Loan,Evening
50753,2020,10,20,Reversal,Successful,0,Bharatiya Mahila Bank,Karur Vysya Bank,AXL,PhonePe,JIO,MyJio (Jio Payments Bank),18592,24169,-5577,Odisha,Haryana,Auto Loan,Used Car Loan,Evening
50760,2019,3,20,Reversal,Refunded,U94,Dhanlaxmi Bank,Bank of Baroda,UBOI,BHIM Union Bank UPI App,POCKETS,ICICI Pockets,89824,89824,0,Telangana,Bihar,Home Loan,Adjustable-Rate Mortgage (ARM),Evening
50772,2020,4,20,Reversal,Successful,0,United Bank of India,Tamilnad Mercantile Bank,PREPAIDICICI,PREPAIDICICI,PAYTM,Paytm UPI App,19638,19638,0,Goa,Rajasthan,Debit Card,Standard Debit Card,Evening
50801,2020,10,20,Reversal,Successful,0,Bharatiya Mahila Bank,Karur Vysya Bank,AXL,PhonePe,JIO,MyJio (Jio Payments Bank),18592,24169,-5577,Odisha,Haryana,Auto Loan,Used Car Loan,Evening
50812,2021,4,20,Reversal,Successful,0,Shamrao Vithal Co-operative Bank,Andhra Bank,ESAF,ESAF,IBL,PhonePe,82476,82476,0,Kerala,Uttar Pradesh,Personal Loan,Secured Personal Loan,Evening
50818,2019,3,20,Reversal,Refunded,U94,Dhanlaxmi Bank,Bank of Baroda,UBOI,BHIM Union Bank UPI App,POCKETS,ICICI Pockets,89824,89824,0,Telangana,Bihar,Home Loan,Adjustable-Rate Mortgage (ARM),Evening
50830,2020,4,20,Reversal,Successful,0,United Bank of India,Tamilnad Mercantile Bank,PREPAIDICICI,PREPAIDICICI,PAYTM,Paytm UPI App,19638,19638,0,Goa,Rajasthan,Debit Card,Standard Debit Card,Evening
50864,2019,3,22,Reversal,Successful,0,AU Small Finance Bank,City Union Bank,CORP,BHIM Corp UPI,DBAG,Deutsche Bank AG (Web Collect),24936,24936,0,Jharkhand,Goa,Credit Card,Rewards Credit Card,Night
50888,2019,3,22,Reversal,Successful,0,AU Small Finance Bank,City Union Bank,CORP,BHIM Corp UPI,DBAG,Deutsche Bank AG (Web Collect),24936,24936,0,Jharkhand,Goa,Credit Card,Rewards Credit Card,Night
50906,2019,3,22,Reversal,Successful,0,AU Small Finance Bank,City Union Bank,CORP,BHIM Corp UPI,DBAG,Deutsche Bank AG (Web Collect),24936,24936,0,Jharkhand,Goa,Credit Card,Rewards Credit Card,Night
50938,2021,11,22,Reversal,Successful,0,Axis Bank,Utkarsh Small Finance Bank,UNIONBANKOFINDIA,BHIM Union Bank UPI App,RBL,BHIM RBL Pay,6864,6864,0,Andhra Pradesh,Rajasthan,Credit Card,Balance Transfer Credit Card,Night
50948,2023,9,22,Reversal,On Hold,U69,Corporation Bank,Bank of India,AXISBANK,BHIM Axis Pay UPI App,CITI,CITI Bank (Mobile Banking App),84650,84650,0,West Bengal,Bihar,Debit Card,Prepaid Debit Card,Night
50953,2020,4,22,Reversal,Successful,0,Saraswat Cooperative Bank,Indian Bank,WAICICI,WhatsApp Pay,HSBC,HSBC Simple Pay,16398,16398,0,West Bengal,West Bengal,Credit Card,Rewards Credit Card,Night
50969,2020,6,22,Reversal,Successful,0,Nainital Bank,Bharatiya Mahila Bank,OKICICI,Google Pay,IDFCFIRSTBANK,IDFC Bank BHIM UPI App,36180,36180,0,Goa,Odisha,Overdraft,Personal Overdraft,Night
50983,2020,6,22,Reversal,Successful,0,Nainital Bank,Bharatiya Mahila Bank,OKICICI,Google Pay,IDFCFIRSTBANK,IDFC Bank BHIM UPI App,36180,36180,0,Goa,Odisha,Overdraft,Personal Overdraft,Night
50994,2023,9,22,Reversal,On Hold,U69,Corporation Bank,Bank of India,AXISBANK,BHIM Axis Pay UPI App,CITI,CITI Bank (Mobile Banking App),84650,88740,-4090,West Bengal,Bihar,Debit Card,Prepaid Debit Card,Night
51006,2021,11,22,Reversal,Successful,0,Axis Bank,Utkarsh Small Finance Bank,UNIONBANKOFINDIA,BHIM Union Bank UPI App,RBL,BHIM RBL Pay,6864,8923,-2059,Andhra Pradesh,Rajasthan,Credit Card,Balance Transfer Credit Card,Night
51017,2020,4,22,Reversal,Successful,0,Saraswat Cooperative Bank,Indian Bank,WAICICI,WhatsApp Pay,HSBC,HSBC Simple Pay,16398,16398,0,West Bengal,West Bengal,Credit Card,Rewards Credit Card,Night
51034,2023,9,22,Reversal,On Hold,U69,Corporation Bank,Bank of India,AXISBANK,BHIM Axis Pay UPI App,CITI,CITI Bank (Mobile Banking App),84650,88740,-4090,West Bengal,Bihar,Debit Card,Prepaid Debit Card,Night
51046,2020,6,22,Reversal,Successful,0,Nainital Bank,Bharatiya Mahila Bank,OKICICI,Google Pay,IDFCFIRSTBANK,IDFC Bank BHIM UPI App,36180,36180,0,Goa,Odisha,Overdraft,Personal Overdraft,Night
51063,2021,11,22,Reversal,Successful,0,Axis Bank,Utkarsh Small Finance Bank,UNIONBANKOFINDIA,BHIM Union Bank UPI App,RBL,BHIM RBL Pay,6864,8923,-2059,Andhra Pradesh,Rajasthan,Credit Card,Balance Transfer Credit Card,Night
51074,2020,4,22,Reversal,Successful,0,Saraswat Cooperative Bank,Indian Bank,WAICICI,WhatsApp Pay,HSBC,HSBC Simple Pay,16398,16398,0,West Bengal,West Bengal,Credit Card,Rewards Credit Card,Night
51090,2021,6,22,Reversal,Successful,0,Indian Bank,Syndicate Bank,RBL,BHIM RBL Pay,HSBC,HSBC Simple Pay,32626,32626,0,Maharashtra,Tamil Nadu,Auto Loan,Used Car Loan,Night
51093,2021,11,22,Reversal,Successful,0,Jana Small Finance Bank,ESAF Small Finance Bank,IDFCBANK,Ultracash,NSDL,NSDL,65628,65628,0,Maharashtra,Andhra Pradesh,Auto Loan,New Car Loan,Night
51094,2021,6,22,Reversal,Successful,0,Indian Bank,Syndicate Bank,RBL,BHIM RBL Pay,HSBC,HSBC Simple Pay,32626,32626,0,Maharashtra,Tamil Nadu,Auto Loan,Used Car Loan,Night
51105,2021,11,22,Reversal,Successful,0,Jana Small Finance Bank,ESAF Small Finance Bank,IDFCBANK,Ultracash,NSDL,NSDL,65628,85316,-19688,Maharashtra,Andhra Pradesh,Auto Loan,New Car Loan,Night
51114,2023,10,22,Reversal,Successful,0,IndusInd Bank,Cosmos Co-operative Bank,HDFCBANK,HDFC Bank Mobilebanking,ALLBANK,BHIM Allbank UPI(Allahabad Bank),91906,91906,0,Haryana,Tamil Nadu,Credit Card,Secured Credit Card,Night
51119,2021,6,22,Reversal,Successful,0,IDFC First Bank,Karur Vysya Bank,IDFCFIRSTBANK,IDFC Bank BHIM UPI App,YESPAY,JusPay Technologies,92892,92892,0,Haryana,Punjab,Credit Card,Rewards Credit Card,Night
51145,2023,10,22,Reversal,Successful,0,IndusInd Bank,Cosmos Co-operative Bank,HDFCBANK,HDFC Bank Mobilebanking,ALLBANK,BHIM Allbank UPI(Allahabad Bank),91906,125252,-33346,Haryana,Tamil Nadu,Credit Card,Secured Credit Card,Night
51147,2021,6,22,Reversal,Successful,0,IDFC First Bank,Karur Vysya Bank,IDFCFIRSTBANK,IDFC Bank BHIM UPI App,YESPAY,JusPay Technologies,92892,92892,0,Haryana,Punjab,Credit Card,Rewards Credit Card,Night
51166,2021,6,22,Reversal,Successful,0,IDFC First Bank,Karur Vysya Bank,IDFCFIRSTBANK,IDFC Bank BHIM UPI App,YESPAY,JusPay Technologies,92892,92892,0,Haryana,Punjab,Credit Card,Rewards Credit Card,Night
51178,2023,10,22,Reversal,Successful,0,IndusInd Bank,Cosmos Co-operative Bank,HDFCBANK,HDFC Bank Mobilebanking,ALLBANK,BHIM Allbank UPI(Allahabad Bank),91906,125252,-33346,Haryana,Tamil Nadu,Credit Card,Secured Credit Card,Night
51191,2021,11,22,Reversal,Successful,0,Jana Small Finance Bank,ESAF Small Finance Bank,IDFCBANK,Ultracash,NSDL,NSDL,65628,85316,-19688,Maharashtra,Andhra Pradesh,Auto Loan,New Car Loan,Night
51192,2021,6,22,Reversal,Successful,0,Indian Bank,Syndicate Bank,RBL,BHIM RBL Pay,HSBC,HSBC Simple Pay,32626,32626,0,Maharashtra,Tamil Nadu,Auto Loan,Used Car Loan,Night
51242,2021,1,22,Reversal,Successful,0,AU Small Finance Bank,IDBI Bank,HDFCBANKJD,JustDial,JSB,JetPay (Janata Sahakari Bank),76084,76084,0,Maharashtra,Haryana,Home Loan,Adjustable-Rate Mortgage (ARM),Night
51243,2023,11,22,Reversal,Successful,0,Indian Bank,Cosmos Co-operative Bank,EAZYPAY,ICICI EasyPay,YESPAY,JusPay Technologies,7628,7628,0,Jammu and Kashmir,Odisha,Overdraft,Business Overdraft,Night
51250,2021,8,22,Reversal,Failed,U54,State Bank of India (SBI),City Union Bank,SIB,BHIM SIB UPI,IDBI,BHIM PAyWIZ by IDBI Bank,67820,67820,0,Tamil Nadu,Odisha,Overdraft,Business Overdraft,Night
51252,2020,5,22,Reversal,Successful,0,Central Bank of India,Shamrao Vithal Co-operative Bank,TIMECOSMOS,TIMECOSMOS,MAIRTEL,My Airtel -Online recharge; Pay Bill ; Wallet; UPI,38454,38454,0,West Bengal,Haryana,Line of Credit,Personal Line of Credit,Night
51253,2020,7,22,Reversal,Successful,0,Baroda Gujarat Gramin Bank,Punjab & Sind Bank,IDFCBANK,Ultracash,KVB,BHIM KVB Pay,13696,13696,0,Haryana,West Bengal,Auto Loan,Used Car Loan,Night
51254,2023,12,22,Reversal,Successful,0,Punjab National Bank (PNB),Union Bank of India,JSB,JetPay (Janata Sahakari Bank),UNIONBANK,BHIM Union Bank UPI App,45344,45344,0,Jharkhand,Uttar Pradesh,Overdraft,Business Overdraft,Night
51269,2023,12,22,Reversal,Successful,0,Punjab National Bank (PNB),Union Bank of India,JSB,JetPay (Janata Sahakari Bank),UNIONBANK,BHIM Union Bank UPI App,45344,190140,-144796,Jharkhand,Uttar Pradesh,Overdraft,Business Overdraft,Night
51270,2020,7,22,Reversal,Successful,0,Baroda Gujarat Gramin Bank,Punjab & Sind Bank,IDFCBANK,Ultracash,KVB,BHIM KVB Pay,13696,13696,0,Haryana,West Bengal,Auto Loan,Used Car Loan,Night
51284,2021,1,22,Reversal,Successful,0,AU Small Finance Bank,IDBI Bank,HDFCBANKJD,JustDial,JSB,JetPay (Janata Sahakari Bank),76084,76084,0,Maharashtra,Haryana,Home Loan,Adjustable-Rate Mortgage (ARM),Night
51289,2021,8,22,Reversal,Failed,U54,State Bank of India (SBI),City Union Bank,SIB,BHIM SIB UPI,IDBI,BHIM PAyWIZ by IDBI Bank,67820,67820,0,Tamil Nadu,Odisha,Overdraft,Business Overdraft,Night
51293,2020,5,22,Reversal,Successful,0,Central Bank of India,Shamrao Vithal Co-operative Bank,TIMECOSMOS,TIMECOSMOS,MAIRTEL,My Airtel -Online recharge; Pay Bill ; Wallet; UPI,38454,38454,0,West Bengal,Haryana,Line of Credit,Personal Line of Credit,Night
51308,2023,11,22,Reversal,Successful,0,Indian Bank,Cosmos Co-operative Bank,EAZYPAY,ICICI EasyPay,YESPAY,JusPay Technologies,7628,10393,-2765,Jammu and Kashmir,Odisha,Overdraft,Business Overdraft,Night
51313,2020,7,22,Reversal,Successful,0,Baroda Gujarat Gramin Bank,Punjab & Sind Bank,IDFCBANK,Ultracash,KVB,BHIM KVB Pay,13696,13696,0,Haryana,West Bengal,Auto Loan,Used Car Loan,Night
51314,2023,12,22,Reversal,Successful,0,Punjab National Bank (PNB),Union Bank of India,JSB,JetPay (Janata Sahakari Bank),UNIONBANK,BHIM Union Bank UPI App,45344,190140,-144796,Jharkhand,Uttar Pradesh,Overdraft,Business Overdraft,Night
51330,2021,1,22,Reversal,Successful,0,AU Small Finance Bank,IDBI Bank,HDFCBANKJD,JustDial,JSB,JetPay (Janata Sahakari Bank),76084,76084,0,Maharashtra,Haryana,Home Loan,Adjustable-Rate Mortgage (ARM),Night
51335,2021,8,22,Reversal,Failed,U54,State Bank of India (SBI),City Union Bank,SIB,BHIM SIB UPI,IDBI,BHIM PAyWIZ by IDBI Bank,67820,67820,0,Tamil Nadu,Odisha,Overdraft,Business Overdraft,Night
51336,2023,11,22,Reversal,Successful,0,Indian Bank,Cosmos Co-operative Bank,EAZYPAY,ICICI EasyPay,YESPAY,JusPay Technologies,7628,10393,-2765,Jammu and Kashmir,Odisha,Overdraft,Business Overdraft,Night
51351,2020,5,22,Reversal,Successful,0,Central Bank of India,Shamrao Vithal Co-operative Bank,TIMECOSMOS,TIMECOSMOS,MAIRTEL,My Airtel -Online recharge; Pay Bill ; Wallet; UPI,38454,38454,0,West Bengal,Haryana,Line of Credit,Personal Line of Credit,Night
51414,2023,4,22,Reversal,Successful,0,Bharatiya Mahila Bank,Punjab and Maharashtra Co-operative Bank (PMC),TJSB,Tranzapp ?UPI(TJSB),EQUITAS,Equitas UPI,25526,25526,0,Kerala,Haryana,Personal Loan,Secured Personal Loan,Night
51427,2023,4,22,Reversal,Successful,0,Bharatiya Mahila Bank,Punjab and Maharashtra Co-operative Bank (PMC),TJSB,Tranzapp ?UPI(TJSB),EQUITAS,Equitas UPI,25526,26756,-1230,Kerala,Haryana,Personal Loan,Secured Personal Loan,Night
51485,2023,4,22,Reversal,Successful,0,Bharatiya Mahila Bank,Punjab and Maharashtra Co-operative Bank (PMC),TJSB,Tranzapp ?UPI(TJSB),EQUITAS,Equitas UPI,25526,26756,-1230,Kerala,Haryana,Personal Loan,Secured Personal Loan,Night
51528,2020,2,22,Reversal,Failed,U03,RBL Bank,Allahabad Bank,MAIRTEL,My Airtel -Online recharge; Pay Bill ; Wallet; UPI,YAPL,AmazonPay,68216,68216,0,Rajasthan,Telangana,Credit Card,Secured Credit Card,Night
51548,2020,7,22,Reversal,Refunded,U85,ICICI Bank,Cosmos Co-operative Bank,JSB,JetPay (Janata Sahakari Bank),CITI,CITI Bank (Mobile Banking App),21098,21098,0,Goa,Rajasthan,Home Loan,Adjustable-Rate Mortgage (ARM),Night
51554,2023,2,22,Reversal,Successful,0,Bharatiya Mahila Bank,Baroda Gujarat Gramin Bank,CITIGOLD,CITI Bank (Mobile Banking App),IMOBILE,ICICI iMobile,36652,36652,0,Tamil Nadu,West Bengal,Overdraft,Business Overdraft,Night
51560,2019,4,22,Reversal,Successful,0,Paschim Banga Gramin Bank,Karur Vysya Bank,IMOBILE,ICICI iMobile,RBL,BHIM RBL Pay,79198,79198,0,Andhra Pradesh,Rajasthan,Home Loan,Fixed-Rate Mortgage,Night
51574,2023,4,22,Reversal,Successful,0,Union Bank of India,Utkarsh Small Finance Bank,INDIANBANK,BHIM Indian Bank UPI,CITIGOLD,CITI Bank (Mobile Banking App),17330,17330,0,Bihar,Maharashtra,Home Loan,Adjustable-Rate Mortgage (ARM),Night
51606,2023,4,22,Reversal,Successful,0,Union Bank of India,Utkarsh Small Finance Bank,INDIANBANK,BHIM Indian Bank UPI,CITIGOLD,CITI Bank (Mobile Banking App),17330,18166,-836,Bihar,Maharashtra,Home Loan,Adjustable-Rate Mortgage (ARM),Night
51617,2020,2,22,Reversal,Failed,U03,RBL Bank,Allahabad Bank,MAIRTEL,My Airtel -Online recharge; Pay Bill ; Wallet; UPI,YAPL,AmazonPay,68216,68216,0,Rajasthan,Telangana,Credit Card,Secured Credit Card,Night
51618,2020,7,22,Reversal,Refunded,U85,ICICI Bank,Cosmos Co-operative Bank,JSB,JetPay (Janata Sahakari Bank),CITI,CITI Bank (Mobile Banking App),21098,21098,0,Goa,Rajasthan,Home Loan,Adjustable-Rate Mortgage (ARM),Night
